text,source,label,severity
Poyit vaanga,whatsapp,,
kadaisi varaiyum yangaiyum poga vendam,whatsapp,,
ni vara,whatsapp,,
ni yanga kooda vara maata . sari vidu,whatsapp,,
Sorry machi,whatsapp,,
yathukku sorry,whatsapp,,
https://www.instagram.com/reel/DMsadW_yA8G/?igsh=bmxmNzhnbjVkdzl3,whatsapp,,
https://www.instagram.com/reel/DMdIjfkhbLp/?igsh=ZHFkbXF0OGxqa21s,whatsapp,,
Love you chlo ❤️,whatsapp,,
Love u ammu❤️🤌,whatsapp,,
Thrust panuuu 🫦,whatsapp,,
Dei yanna da ithu😀,whatsapp,,
Deep fake,whatsapp,,
Ai generated,whatsapp,,
Dei🤣,whatsapp,,
Jegan??,whatsapp,,
Nanbargale jegan pesuren,whatsapp,,
Ena da setaiya🌚,whatsapp,,
Jegan Son ?,whatsapp,,
Aabid enney pottan laa appa perandha paiyan,whatsapp,,
Dei avaney ena maari msg panitu irukan da,whatsapp,,
By jegan,whatsapp,,
Theiryuthu antha punda pandra vela thaanu,whatsapp,,
Dei 60km ah 3hrs ooturaga da inga,whatsapp,,
Adangomala😂,whatsapp,,
Erichal mairu aaguthu,whatsapp,,
Aabid ah driver pakkathula poi ukara sollu da,whatsapp,,
"Vandi ah kaatu la vitu , side la ooka poiruvaga da",whatsapp,,
Dei thevadiyaaaaaaaa,whatsapp,,
Neeyu ungaa thaathanu dhaan cute guys,whatsapp,,
Coolieee booking openn,whatsapp,,
Polamaa,whatsapp,,
?,whatsapp,,
Wow,whatsapp,,
1000 kelraaaa,whatsapp,,
#IgnoreManoj,whatsapp,,
Call yadukka maata,whatsapp,,
Ignore panra,whatsapp,,
Hostel varatum,whatsapp,,
Aaluku 500 anupuga da,whatsapp,,
kasu kaila illa da,whatsapp,,
dai manoj reply karo,whatsapp,,
Vidra,whatsapp,,
30k um ena da panigaaa pub ah ??,whatsapp,,
Hostel varatum avana ignore panuvom,whatsapp,,
Ona thane da pg la irupiga,whatsapp,,
17k than thantanga,whatsapp,,
14 days kanku,whatsapp,,
Pub pongaaa daaa,whatsapp,,
Nala cafee ponga,whatsapp,,
🥹muppai vaagitu vaga da,whatsapp,,
💯,whatsapp,,
haram da,whatsapp,,
Amount tha naanga paathukurom,whatsapp,,
One JD please da,whatsapp,,
oooooommmmbu,whatsapp,,
vera ethavathu kelu da pathukalam,whatsapp,,
Monaj suniya cut pannuda,whatsapp,,
Athu podhum,whatsapp,,
4.5k only/-,whatsapp,,
Goa la just 2.9k,whatsapp,,
Thevidiya manoj nu vei,whatsapp,,
Elam unnai maari irupanglaa enna,whatsapp,,
Unaku ena da suni,whatsapp,,
Unaku enna,whatsapp,,
Koodhi aato pesra,whatsapp,,
Unaku ena,whatsapp,,
Ena da profile athu😂😂,whatsapp,,
Loose pundaa,whatsapp,,
Enaku prachna,whatsapp,,
Neee punda maari pesura,whatsapp,,
Kena kuthi,whatsapp,,
Yaaru punda,whatsapp,,
Othaa paithyakara pundaa,whatsapp,,
Poda,whatsapp,,
Un punda thandaa,whatsapp,,
Vela pundaya paaru,whatsapp,,
Dei ole maari thevadiya,whatsapp,,
Bus standlaa kaiya thattu po,whatsapp,,
Poyi padu,whatsapp,,
Unaku pundaiya paakura vela thane,whatsapp,,
Poda punda,whatsapp,,
En da asal thevadiya maari pesitu iruka,whatsapp,,
Nee hostel la kai thatu karthi gay una olupan,whatsapp,,
Unna olhupaan phone pannu,whatsapp,,
Phone sex pannunga,whatsapp,,
Nee dhan asal thevidiyaaa kanadi irundha eduthu paaru nala theriyum,whatsapp,,
Un molai ah tha kasaki boob job panu avanuku,whatsapp,,
Yaaru thevidiya nu,whatsapp,,
Nee pannu,whatsapp,,
Unn sootha vithutu sambadichu antilla kattu,whatsapp,,
Un camera eduthu paara item kaara munda theriyum,whatsapp,,
Enna yen camera laa unna theriyuma enna,whatsapp,,
Dei item kaara munda ena da loosi thevadiya maari pesitey iruka,whatsapp,,
Un goya theriyuva,whatsapp,,
Cheri bgmi ?,whatsapp,,
Loose koodhi nee dhaan,whatsapp,,
Pundaa,whatsapp,,
Phone pundaya konjo rest kudu,whatsapp,,
Nee thevidiya vaa irukalaam paavam phone eh ablo olhuthuradha,whatsapp,,
@⁨Clg RaGaVaN⁩ enna leetcode ah senji vittura polaa,whatsapp,,
Una epo da senji vida poraga nu theriyala,whatsapp,,
Thevidiya paiyale,whatsapp,,
11 enta dhan iruku,whatsapp,,
Adhila photos eduthen nu vechikka,whatsapp,,
Oomba vituruven unna <This message was edited>,whatsapp,,
Correct ah solita da,whatsapp,,
Neeye pussy munda,whatsapp,,
Kunju iruku na reddy kita kaatu,whatsapp,,
Yen pakathula paduthu enna paathu kai adichavan dhaana nee,whatsapp,,
Ippo avana yen ilukaraa,whatsapp,,
Vere vela illayada sunni,whatsapp,,
Avan thanda unaku pool iruku nu nambi oombuvan da,whatsapp,,
Avandhu paakuriyaa,whatsapp,,
Thevdiya payaa,whatsapp,,
Othaa paithyam pudichirchaa,whatsapp,,
Enna,whatsapp,,
Unaku thanda vela punda ilama pesitu iruka thevadiya poi hostel la naalu peru kuda padutha kuda kaasu sambaari da,whatsapp,,
Unn vela yenta soladha,whatsapp,,
Po vela paaru,whatsapp,,
Ila pravala neega paathu mathi mathi oombikoga,whatsapp,,
Nee thanda thevadiya hostel la iruka thevadiya,whatsapp,,
Elarumey una verified thevadiya ah approve pani una oothutu thane irukaga,whatsapp,,
Suthu ippo tunnel size ku maathi 4some thane panitu iruka,whatsapp,,
Dei thevadiya mundaa,whatsapp,,
Enga da karthi kuda paduka potiya,whatsapp,,
Ila yar poola oomba poita,whatsapp,,
En da goya,whatsapp,,
Poda pundaa,whatsapp,,
Cheri nee oombitu va,whatsapp,,
Aprm customer kochika poraru,whatsapp,,
Unga aaya tha customer,whatsapp,,
Unga aaya thane periya vibachara viduthi ae vachiruka laa,whatsapp,,
Enaa poniyaa,whatsapp,,
Ama una ooka than,whatsapp,,
Nee thane top tier item anga,whatsapp,,
Pundaya moodu,whatsapp,,
Poda angtt maama nu koopta enna ponnha set panni tharuven nenachiyaa,whatsapp,,
Neeye oru potta thanda,whatsapp,,
Podaa,whatsapp,,
Neeyum paathu po rape panira poraga potta punda poguthu nu,whatsapp,,
Unna maari 9 nereya soothuraangaa,whatsapp,,
Bhayama thaan iruku,whatsapp,,
"Nee all in one thevadiya da una 9 ootha ena pombala dildo potu ootha ena, sootha virichi kaatu",whatsapp,,
"Epo da normal human being ah vaala pora, thevadiya maariye irukatha da",whatsapp,,
Nee moodu seriya,whatsapp,,
Bgmi ?,whatsapp,,
Illa,whatsapp,,
En da customer ah oombi mudikalaiya ?,whatsapp,,
Cheri da un shift mudichitu va,whatsapp,,
Bitch,whatsapp,,
https://www.instagram.com/reel/DNNd8WUTYJF/?igsh=Y3FwZDZ0OTJnZ3V0,whatsapp,,
Kaar Tech Bala,whatsapp,,
Bala Selected Doi,whatsapp,,
Congratulations da @⁨Clg Bala Murugan AI&DS⁩,whatsapp,,
Yanakku Reference Venum da bala future la,whatsapp,,
Reference lam venam da monthly 1k or 500 anupu,whatsapp,,
30k ABB boys ?,whatsapp,,
Onume pannala,whatsapp,,
Boycott panitaga da,whatsapp,,
Maranthuruvaga da,whatsapp,,
Manoj 🤡,whatsapp,,
ahn vazhthukkal vazhthukkal,whatsapp,,
Macchi 15 k tha kiduthanuga,whatsapp,,
Next month,whatsapp,,
Suyanalavaathigal da,whatsapp,,
Pg bus travels kea 12 acchuda,whatsapp,,
Next bala yanna panna porano,whatsapp,,
Cigarette company ku donation panitu irupan,whatsapp,,
Monaj tell me reference la na onna jobku yadupanu,whatsapp,,
But call pannave ippo yadukka mattra,whatsapp,,
Adea pundea,whatsapp,,
Enjoy,whatsapp,,
Padam mass,whatsapp,,
Lcu aa machhi?,whatsapp,,
Dei,whatsapp,,
Lcu illa da,whatsapp,,
Rcu,whatsapp,,
Rajini cinematic universe mapla,whatsapp,,
Rating,whatsapp,,
4/5,whatsapp,,
Oh,whatsapp,,
2nd half eppdi,whatsapp,,
"Office la orruthan kuptu, nalla illa nu sollranda",whatsapp,,
Ni paathu sollu,whatsapp,,
2nd half nala irukum da,whatsapp,,
1st half slow ah pogum,whatsapp,,
Lokesh padam maari lam irukathu,whatsapp,,
https://www.instagram.com/reel/DNVkc2sC6N1/?igsh=bGxrbjJxYXc1ZjNi,whatsapp,,
Tic tic tic,whatsapp,,
Mathan ae code send panu fa,whatsapp,,
Call punda en da panura ?,whatsapp,,
Ennada zip ah kalta soldraa😂😂,whatsapp,,
Ama nee vanthu oombu,whatsapp,,
Ni po da pundaaa,whatsapp,,
Muthu epudi zip ah kalati oombuvan nu action panuriya da,whatsapp,,
Aadiney  irupen 😂,whatsapp,,
Naa odine iruppen,whatsapp,,
Nadanthutey irupen,whatsapp,,
Gay mathan,whatsapp,,
Solda Gay jegan,whatsapp,,
Nee thanda gay ah oommbura punda,whatsapp,,
Ada mall murali,whatsapp,,
Goya,whatsapp,,
Unga aaya va,whatsapp,,
Dei lavade phone edu da item kaara thaiyolo,whatsapp,,
https://youtube.com/shorts/AEutRcJzIkY?si=YJtqbl90GAOqbw5u,whatsapp,,
Mathan,whatsapp,,
Pubg ஆல் பாதிக்கபட்ட நபர்கள்,whatsapp,,
ஹை,whatsapp,,
Potta en phone ley antha msg ah delete panitaga da,whatsapp,,
Dei TCS codewida Reference code yanna,whatsapp,,
Result vanthruchu,whatsapp,,
Oh my god epo ?,whatsapp,,
Ipo thaan,whatsapp,,
Link,whatsapp,,
Da,whatsapp,,
Digipro da,whatsapp,,
"Dear Students,",whatsapp,,
All clear,whatsapp,,
All clear da,whatsapp,,
Umbi pochu,whatsapp,,
En da,whatsapp,,
CGPA drop,whatsapp,,
Intha sem la cook panirulam,whatsapp,,
huh,whatsapp,,
Anney epudi ney iruka,whatsapp,,
"Bgmi ,",whatsapp,,
Sapdanum,whatsapp,,
Nalla erukaen da,whatsapp,,
Ellarukum result katutha?,whatsapp,,
Y,whatsapp,,
E,whatsapp,,
S,whatsapp,,
But enaku varala,whatsapp,,
Fees katuniya ?,whatsapp,,
Karthick jagan ku call pani kelu,whatsapp,,
Phone eduka matran <This message was edited>,whatsapp,,
Srinivas ku phone podu,whatsapp,,
Yaru da athu,whatsapp,,
Chairman mapla,whatsapp,,
Exam fees yavalo da?,whatsapp,,
2.500,whatsapp,,
2.5k,whatsapp,,
Ellarum 3k vangunga da...engachum polam,whatsapp,,
2150,whatsapp,,
Yannathu,whatsapp,,
Ah ?,whatsapp,,
2.5 ah ila evlo da,whatsapp,,
Aama,whatsapp,,
Dei evlo da fees uh ?,whatsapp,,
Yanna da onume Puriyala,whatsapp,,
Bala thirurttu punda mavane,whatsapp,,
2150 avlo dhan da varuthu,whatsapp,,
Poda..punda,whatsapp,,
NPTEL pundai ya,whatsapp,,
Ni,whatsapp,,
Earphone,whatsapp,,
http://10.3.7.1/sapp1/,whatsapp,,
Ip da ithu,whatsapp,,
Evlo da fees uh ?,whatsapp,,
2425,whatsapp,,
"Varuthu , website la paatha crct ah theriyum",whatsapp,,
Ivanuku ? Matum ?,whatsapp,,
Avanuku pussy discount,whatsapp,,
Pussy privilege,whatsapp,,
Nov un power ethachum use panu na.. payalunga namoo.. 💀⚡️… konjam chikko pani viduu..,whatsapp,,
2150 if one paper waved,whatsapp,,
Sanjay payalungaluku ??.. 🔰🫂,whatsapp,,
🇪🇸🇹🇩,whatsapp,,
Unaku umbu offer vena iruku coe ah 4 umbu umbiyu vaa,whatsapp,,
Sanjay payalunga dawww♿️💹🚼💋,whatsapp,,
Ellarkum same fees aama,whatsapp,,
Ena da loose pundaigala ellamey,whatsapp,,
♿️🔥,whatsapp,,
"Anney power use panitaru da thols , athu tha… inimey annan tha pooley",whatsapp,,
2425 da kena punda,whatsapp,,
Paravala ney.. adutha sem la namaku oru paper kaatunaley pothum.. nama aalunga power ney athu..♿️🔥🔱,whatsapp,,
Intha sem etha paper,whatsapp,,
Vote for Nexyuga,whatsapp,,
Jegan ah??,whatsapp,,
Ila peee da,whatsapp,,
Ok,whatsapp,,
Model exam irukaam,whatsapp,,
100 mark ku,whatsapp,,
No missed and improvement test,whatsapp,,
November 3 thott model,whatsapp,,
Model pass panna dhaan hall ticket,whatsapp,,
Loose pundainga da ivanunga,whatsapp,,
nee it vera aalunga bro,whatsapp,,
Ithu sollave illaiye da,whatsapp,,
Illa machi damo sonnan ipo,whatsapp,,
ah ? nov 7 ?,whatsapp,,
olu oluu oluuuuu,whatsapp,,
dei,whatsapp,,
nee duty ku pogalaiya,whatsapp,,
Happy birthday @⁨Clg RaGaVaN⁩,whatsapp,,
Happy birthday da nanba ♿️⚡️,whatsapp,,
Happy Birthday molachiiii💀🫂❤️,whatsapp,,
Happy birthday da mola.,whatsapp,,
@⁨Clg RaGaVaN⁩ happy birthday bhai 🍻,whatsapp,,
Thanks gays🙏,whatsapp,,
Yaru nu solunga 🥲,whatsapp,,
Machi manoj vanthutan da,whatsapp,,
Avana😂,whatsapp,,
Thoogala nee ?,whatsapp,,
Naan ipa thaan da enthirichan😂,whatsapp,,
Na ippo tha machi thooga poren,whatsapp,,
🙏,whatsapp,,
Happy birthday machi✨,whatsapp,,
Happy Birthday da 🫂@⁨Clg RaGaVaN⁩,whatsapp,,
Happy Birthday daa Raghavan🎊✨,whatsapp,,
Happy Birthday da Ragava,whatsapp,,
Happy birthday da 🎉 @⁨Clg RaGaVaN⁩,whatsapp,,
Thanks guys🙏,whatsapp,,
Happy Birthday da @⁨Clg RaGaVaN⁩ ✨🎉,whatsapp,,
Happy Birthday da @⁨Clg RaGaVaN⁩ 🎉🎂,whatsapp,,
Thevadiyaaa,whatsapp,,
Adang gommala😂😂😂,whatsapp,,
Shit,whatsapp,,
Nee nejamave LC kuda ithaan pandra,whatsapp,,
Pundaiya kattuda suni,whatsapp,,
Vanthu sunni oombu padikattu punda mavane,whatsapp,,
Boys,whatsapp,,
Manoj room ku varan vidalama ? 🙂,whatsapp,,
rendu oombu oomba sollitu vidu,whatsapp,,
💯 solluda,whatsapp,,
Hostel syndicate tha solanum @⁨Manoj Manoj Ai⁩,whatsapp,,
Manoj ah vidalama venama nu,whatsapp,,
Manoj yanna sollra,whatsapp,,
Nithish lam aaley ila nu sonan da,whatsapp,,
Oh sari da machi,whatsapp,,
Avana oomba sollu,whatsapp,,
😂summa sonen da,whatsapp,,
That is the answer for your question,whatsapp,,
Nala reply solunga,whatsapp,,
Machi advance thara sollu,whatsapp,,
Attiku rupees Venum,whatsapp,,
Tax poturulam,whatsapp,,
Those who are doing internship also should attend this without fail,whatsapp,,
Ena da ivana vechitu  elavu pundaiya iruku,whatsapp,,
Namala thanda solran avan,whatsapp,,
Intern nama than panurom aprm iitm boys,whatsapp,,
Thevadiya jagan da avan,whatsapp,,
Nee attend pandriya,whatsapp,,
Nee mapla ?,whatsapp,,
Na ipo thaan da outpass vangunen,whatsapp,,
Neega solrathu tha,whatsapp,,
Na varla,whatsapp,,
Sarumathi ae pota,whatsapp,,
Anna ta solli pesa sollirlam,whatsapp,,
Jintha potta,whatsapp,,
Athuku nama office la poi pesanummm,whatsapp,,
🫠,whatsapp,,
Nee epo oruku pora,whatsapp,,
Yosikurennn,whatsapp,,
Workshop nu soli ookura vera,whatsapp,,
Nalaiku poitu paakalam nu iruken,whatsapp,,
Ena da last la ippdi soldringa,whatsapp,,
Namala thanda solraga 🫠,whatsapp,,
WRK irukunu sollirlam,whatsapp,,
Ama la,whatsapp,,
Ana antha munda anaikeyy prachana pana,whatsapp,,
Laa,whatsapp,,
Cheri ena panalammm,whatsapp,,
Ena da punda ava pandratha perchanaiya,whatsapp,,
Poga venam,whatsapp,,
Appdiye ponalum Muthu mattum thaan povan,whatsapp,,
Ok da,whatsapp,,
Nama 3 perukum WRK Iruku nu sollidalam,whatsapp,,
Na eve ooruku poren nee epo pora mapla ?,whatsapp,,
Anna ta oru vartha solliru,whatsapp,,
Anna ta 1week solanum,whatsapp,,
Evening thaan,whatsapp,,
Nanum varen,whatsapp,,
Ama,whatsapp,,
Okkk,whatsapp,,
Nithish mrg kelamburen nu sonnan,whatsapp,,
Epoo,whatsapp,,
Vara,whatsapp,,
Thrla machi en aalu epo varalo atha poruthu thaan,whatsapp,,
Aal kuda poriya,whatsapp,,
Apo vidu na poikuren,whatsapp,,
Machi na erode poren,whatsapp,,
Okok machii,whatsapp,,
Padiga da padiga da nuuuu solren ketigala daa,whatsapp,,
English ku artham kuduthathe nama manoj dhaan,whatsapp,,
Double meaning da 🤣,whatsapp,,
Ena class nadathunaanglo boovi,whatsapp,,
Bhuvanesh,whatsapp,,
Enna da punda,whatsapp,,
Enna da athula mistake,whatsapp,,
Adhu enna padichu explain pannu,whatsapp,,
Sorry nanba,whatsapp,,
Dai kuthi enna da solla vara,whatsapp,,
🙂,whatsapp,,
Ethuku da ithu ?,whatsapp,,
Clg ku ethavathu award tharuvanga da,whatsapp,,
Watha 😂😂😂,whatsapp,,
Thiruttu pundainga,whatsapp,,
Apo pana mudiyathu,whatsapp,,
Machi veetlaiya Iruka,whatsapp,,
Gud,whatsapp,,
"Muthu,nithish la?",whatsapp,,
Arabs kita vithutaga,whatsapp,,
Shit fine specimen,whatsapp,,
Muthu breeding ku kuduthutaga,whatsapp,,
In Home,whatsapp,,
Super machi,whatsapp,,
Veduppu,whatsapp,,
Clg epo vara,whatsapp,,
Nee da ?,whatsapp,,
Thursday,whatsapp,,
Sat varalanu iruken,whatsapp,,
Friday,whatsapp,,
Friday any works irutha finish pananum like no due..,whatsapp,,
No due,whatsapp,,
So sad 🥲,whatsapp,,
Enaku  fine iruku,whatsapp,,
Ethuku da,whatsapp,,
Super 👍,whatsapp,,
Library,whatsapp,,
Book yaduthiya 🙄,whatsapp,,
Puluthi maari book eduthen,whatsapp,,
Yanna thala,whatsapp,,
No due ae vagama hall ticket vaagalam nu iruken,whatsapp,,
Muthu mandi poduvan,whatsapp,,
Muthu yanna panra,whatsapp,,
Hostel la outpass tharala,whatsapp,,
Muthu ah tha panuvaga,whatsapp,,
Avanuku drive nu sonan inaiku,whatsapp,,
Naa kelhambitten,whatsapp,,
Enga ?,whatsapp,,
Yanga,whatsapp,,
Veethuku poren,whatsapp,,
Ootuka,whatsapp,,
10kasi to 🍳oor ?,whatsapp,,
Pan oor,whatsapp,,
10kaasi lendhu clg nethe vanten,whatsapp,,
Inniku full day college,whatsapp,,
Y v,whatsapp,,
Office poniya ena ?,whatsapp,,
Final year project report submission,whatsapp,,
Last date,whatsapp,,
Ohhhhh,whatsapp,,
"Sootha adika kooptanga, avinga sootha adichu amchuvitten <This message was edited>",whatsapp,,
Unaku ena pa project ae mudichitaa🙂,whatsapp,,
Report paper,whatsapp,,
Conference,whatsapp,,
Aadi vaagitu vitiya,whatsapp,,
Na ippo thanda word ah open pani vachiruken,whatsapp,,
Edit pana,whatsapp,,
Nee enna paa mudichiruvaa,whatsapp,,
Enaiya mudichiruvaga,whatsapp,,
Report 2 copy print pottu vechitiya,whatsapp,,
Inaiku tha,whatsapp,,
College vandhiyaa?,whatsapp,,
Sunni nee dhaan dhramapuri la iruka la,whatsapp,,
Kamesh,whatsapp,,
Vachan,whatsapp,,
Oh oh,whatsapp,,
Apdi,whatsapp,,
Ama da mapla,whatsapp,,
Broo i dont caree,whatsapp,,
edit la Thanda unaku Kunju vachika mudiyum.. cuz unkitaa kunjeyy ila da potta punda,whatsapp,,
Course is completed any certificate okay 👍🏻,whatsapp,,
Completed course la entha certificate naalum okay ahm,whatsapp,,
Direct meaning 😂,whatsapp,,
Dai athu puriyuthu but elarum completed course count thanae podrom,whatsapp,,
Theriyala,whatsapp,,
Complete na certificate erukurathu thanae,whatsapp,,
Enaku antha grp la type adikavey kastama iruku,whatsapp,,
Why da,whatsapp,,
Theriyala da college grp kula type pana phone hang aaguthu,whatsapp,,
🥲orey kastama iruku kumaru,whatsapp,,
Your Phone is allergetic for clg grp pola,whatsapp,,
Naney allergic tha dept ku,whatsapp,,
Nptel result vandhuruchi daa,whatsapp,,
Prompt ?,whatsapp,,
Ass ah moodu,whatsapp,,
Vanthu oombu,whatsapp,,
Junni oombu va,whatsapp,,
https://u3447072.ct.sendgrid.net/ls/click?upn=u001.KVe6xeK12Gy7P9NKD6c-2FfA8kUcTfdj2zZbRwWxeemwo7qmqfXC2neivSOXORPm-2BkvwtF_mruGOuCYuxrOAhhKw-2F1qfc8ZBomezHMKu2oYlKoXa9kKTL0DML7dyoFh6GCqRKKO7emmM-2FrKVSRkrJIW-2BrQdibKD7pNUO-2Ba-2BE4lij8ZKS0-2Bi9NNv90Dg3pT-2Bv5uWlDUf74CLXwiovkSBuniyMRL8BhZUV8xlysUWja1PTDCYwlPOJDft9BZD3D9pe4zz-2F-2FGWRF6KCWbs3S3xCT7Je95wkX34thEVe9oXWxzHlh0wARDVjRIbJi1a7uJRkQTTyT4r,whatsapp,,
Oh my god,whatsapp,,
Nptel link da punda,whatsapp,,
Theriyum da en junni,whatsapp,,
Ne ommbu da,whatsapp,,
Enna da achi unnaku,whatsapp,,
Stalin aachi,whatsapp,,
Machi ellam mark evlo da,whatsapp,,
81 da,whatsapp,,
Ne da,whatsapp,,
71 da,whatsapp,,
71 💥,whatsapp,,
81,whatsapp,,
Otha,whatsapp,,
90,whatsapp,,
Thevdiya paiya,whatsapp,,
Avlo padichum 81 thaana da,whatsapp,,
🙄,whatsapp,,
Naan suthama padikala da😂,whatsapp,,
Sari vanthu ombu,whatsapp,,
Molai vanthu pulinchiruvaen,whatsapp,,
Aprom 10 man neram aluvae,whatsapp,,
Awesome bro 👍🏿,whatsapp,,
Nee evlo ??,whatsapp,,
71,whatsapp,,
Nee da,whatsapp,,
66,whatsapp,,
Paravala machi waive pannidu,whatsapp,,
C vanthalum paravala nu irunthen da,whatsapp,,
B illana B + varum da <This message was edited>,whatsapp,,
C lam varathu nu nenaikuran,whatsapp,,
Varathu varathu,whatsapp,,
Naan pass eh aaga maaten irunthen😂,whatsapp,,
24,whatsapp,,
Same here,whatsapp,,
Ena da enenamo Iruku 😂,whatsapp,,
Nov thappa irukuthu na,whatsapp,,
Oh shit,whatsapp,,
Sarakku potrukiya da,whatsapp,,
Illa da,whatsapp,,
🥲🥲🥲🥲🥲🥲🥲🥲🥲,whatsapp,,
Ena da ippudi ketuta,whatsapp,,
Nptel enaku id ae ila nu varuthu da,whatsapp,,
Nee pandrathu appdi Iruku na 😂🤧,whatsapp,,
Machi avan peru jegaynesan da,whatsapp,,
"I padam lingesan amy jack ah poduvan da , apudi irudhutu . Athu tha nanum apudi maari amy jackson ah theda poren🥲",whatsapp,,
Michael jackson eh kedaikum machi unnaku kavala padatha,whatsapp,,
Paper wave + bj from raja machi unnaku,whatsapp,,
Wow✨,whatsapp,,
@⁨Manoj Manoj Ai⁩  ena pa ithu ?,whatsapp,,
ithuku santhosh punda tha karannam,whatsapp,,
Enaiya nadakuthu ?,whatsapp,,
drive,whatsapp,,
Hard drive ah pen drive ah ?,whatsapp,,
Juspay drive,whatsapp,,
long drive,whatsapp,,
yep,whatsapp,,
danish machi unna santhosh ommburana,whatsapp,,
2girls 1 cup maojjj ae fanatsyy tha,whatsapp,,
na athu santhosh ku sonna antha thayolii  summa ommbitu irruka,whatsapp,,
Dai drive la ya erukinga,whatsapp,,
ama da innum start agala,whatsapp,,
Aprom enna pundaiku da enga varinga,whatsapp,,
Poi place agura veliya parungada,whatsapp,,
en da ommbi,whatsapp,,
poi reels paru da punda,whatsapp,,
Padikramvanga nalla padinga padichu periya all avunga,whatsapp,,
From mg ragavael,whatsapp,,
Yaara trainer uh?,whatsapp,,
dhamuuuuuuu,whatsapp,,
Ada punda,whatsapp,,
Pathu joystick nu nanechui kunjiya pudichara poran,whatsapp,,
eduthu un sunath kunji ahh,whatsapp,,
Illa da on sotta kunja,whatsapp,,
💀💀,whatsapp,,
illa kulla kunja tha avanuku venuma,whatsapp,,
poi ommbitu va and ava hostel la un sutha pathu mood agita,whatsapp,,
Sotta kunju than nalla erukum nu avan solran,whatsapp,,
Danish epo da vara,whatsapp,,
un suthu shape pathu maingita,whatsapp,,
ava,whatsapp,,
na thappaaa irruku na,whatsapp,,
illa vapati,whatsapp,,
Thu vadakki kuda nala irukumey da 🤣,whatsapp,,
Vapatti ah ?,whatsapp,,
tearilada,whatsapp,,
dai nanga lab la irrukom konjam pathu sticker send pannunga,whatsapp,,
ippa drive la gopal vanthu chata padichana avlo tha,whatsapp,,
Oombirum,whatsapp,,
yes conform,whatsapp,,
Grp peru dp elarumey en vaai la eduthu vachiruvaga,whatsapp,,
Thambi vaai ah thora nu elarumey poturuvaga 😭,whatsapp,,
https://drive.google.com/drive/folders/1GXZR6qt-pYE8jTHTZ5u6JBC4CoilbFgS?usp=sharing,whatsapp,,
certificates upload pannunga da,whatsapp,,
result published nu mail vanthucha,whatsapp,,
No,whatsapp,,
apo iru varum,whatsapp,,
Thanks nanba,whatsapp,,
Everyone are asked to submit the feedback from in the below form,whatsapp,,
Itha pannunga da,whatsapp,,
🙃,whatsapp,,
Paniten nanba kavalapadatha🫂,whatsapp,,
rytra,whatsapp,,
Rytu machi,whatsapp,,
peak of unemployment,whatsapp,,
Otha msg podurane teriyama msg pottan da,whatsapp,,
"Punda, nee msg panitu fast ah delete panita ana athukum replay panom la athu thanda peak of unemployment nu sonen",whatsapp,,
Meympatta vazhakka venuma da,whatsapp,,
Avan la epovae commited ra,whatsapp,,
Keta illan solvan,whatsapp,,
Dai punda teriyama click aiduchi,whatsapp,,
Vanthu tha ommba,whatsapp,,
Punda danish,whatsapp,,
Manoj is in love but I can't prove it,whatsapp,,
Ayo mudila da sami illayatha onnuna pudichi ommbu,whatsapp,,
Theriyum da Caller tune ketiya,whatsapp,,
Athan solraen,whatsapp,,
Dai i like allu arjun songs,whatsapp,,
Athukunu butta bomma tha kaekutho,whatsapp,,
Sari pushpa paatu vaiga vendiyathu thaana,whatsapp,,
Dai punda ne kuda vijay song veikura apo ne enna rainbow va,whatsapp,,
Nithish,whatsapp,,
Gay va ne,whatsapp,,
Ippo soldra punda 😂,whatsapp,,
Dei 😆 ni gay ya ?,whatsapp,,
Ne tha tha da vijay ahh ommbura,whatsapp,,
Illa yathukku sir love song Caller tune vachinka,whatsapp,,
En love song committed tha kekanuma,whatsapp,,
Singles keka kudatha,whatsapp,,
Avan bjp supporter da,whatsapp,,
😆,whatsapp,,
Sari da,whatsapp,,
Dai pakistani,whatsapp,,
Entha pathiya neram veliya varuthu,whatsapp,,
...,whatsapp,,
Pakistan ku po da kuthi,whatsapp,,
Sangi thayoli,whatsapp,,
Bomb pakri punda,whatsapp,,
Poi modiya pudichiu oombu,whatsapp,,
#manojcommited,whatsapp,,
Ne enna vena solliko ennaku enna poda,whatsapp,,
Ne nambalnalum  athu than nesam,whatsapp,,
Athu na sollanum,whatsapp,,
Po da kuthi,whatsapp,,
Chi echa punda,whatsapp,,
Ne enna vena solliko,whatsapp,,
Dai manoj romm no spreadsheet la potiya?,whatsapp,,
Hostel group,whatsapp,,
I am not in hostel,whatsapp,,
In jegan room,whatsapp,,
Ama da ana avan kaeturukan,whatsapp,,
On paeru message la illa,whatsapp,,
Ana sheet la eruku,whatsapp,,
Na dhamu kita sollita,whatsapp,,
Ennanu?,whatsapp,,
Nalliki karti ku call panni kekura,whatsapp,,
Name remove pandrathu pathi,whatsapp,,
Nama room machi,whatsapp,,
Mana illu,whatsapp,,
No due sign vaagitigala ?,whatsapp,,
illa machi,whatsapp,,
No due irukka,whatsapp,,
Iruku da en junni,whatsapp,,
Epa kuduthanga form,whatsapp,,
Grp la send pannanga,whatsapp,,
Namaley eduthutu poi nottanum,whatsapp,,
